#field RA        DEC
22125 212.9032  46.3636
32125 212.9032 -46.3636
22126 216.7742  46.3636
32126 216.7742 -46.3636
22127 220.6452  46.3636
32127 220.6452 -46.3636
22128 224.5161  46.3636
32128 224.5161 -46.3636
22129 228.3871  46.3636
32129 228.3871 -46.3636
22130 232.2581  46.3636
32130 232.2581 -46.3636
22131 236.1290  46.3636
32131 236.1290 -46.3636
22132 240.0000  46.3636
32132 240.0000 -46.3636
22133 243.8710  46.3636
32133 243.8710 -46.3636
22134 247.7419  46.3636
32134 247.7419 -46.3636
22135 251.6129  46.3636
32135 251.6129 -46.3636
22136 255.4839  46.3636
32136 255.4839 -46.3636
22137 259.3548  46.3636
32137 259.3548 -46.3636
22138 263.2258  46.3636
32138 263.2258 -46.3636
22139 267.0968  46.3636
32139 267.0968 -46.3636
22140 270.9677  46.3636
32140 270.9677 -46.3636
22141 274.8387  46.3636
32141 274.8387 -46.3636
22142 278.7097  46.3636
32142 278.7097 -46.3636
22143 282.5806  46.3636
32143 282.5806 -46.3636
22144 286.4516  46.3636
32144 286.4516 -46.3636
22145 290.3226  46.3636
32145 290.3226 -46.3636
22146 294.1935  46.3636
32146 294.1935 -46.3636
22147 298.0645  46.3636
32147 298.0645 -46.3636
22148 301.9355  46.3636
32148 301.9355 -46.3636
22149 305.8065  46.3636
32149 305.8065 -46.3636
22150 309.6774  46.3636
32150 309.6774 -46.3636
22151 313.5484  46.3636
32151 313.5484 -46.3636
22152 317.4194  46.3636
32152 317.4194 -46.3636
22153 321.2903  46.3636
32153 321.2903 -46.3636
22154 325.1613  46.3636
32154 325.1613 -46.3636
22155 329.0323  46.3636
32155 329.0323 -46.3636
22156 332.9032  46.3636
32156 332.9032 -46.3636
22157 336.7742  46.3636
32157 336.7742 -46.3636
22158 340.6452  46.3636
32158 340.6452 -46.3636
22159 344.5161  46.3636
32159 344.5161 -46.3636
22160 348.3871  46.3636
32160 348.3871 -46.3636
22161 352.2581  46.3636
32161 352.2581 -46.3636
22162 356.1290  46.3636
32162 356.1290 -46.3636
22163   0.0000  49.0909
32163   0.0000 -49.0909
22164   4.0909  49.0909
32164   4.0909 -49.0909
22165   8.1818  49.0909
32165   8.1818 -49.0909
22166  12.2727  49.0909
32166  12.2727 -49.0909
22167  16.3636  49.0909
32167  16.3636 -49.0909
22168  20.4545  49.0909
32168  20.4545 -49.0909
22169  24.5455  49.0909
32169  24.5455 -49.0909
22170  28.6364  49.0909
32170  28.6364 -49.0909
22171  32.7273  49.0909
32171  32.7273 -49.0909
22172  36.8182  49.0909
32172  36.8182 -49.0909
22173  40.9091  49.0909
32173  40.9091 -49.0909
22174  45.0000  49.0909
32174  45.0000 -49.0909
22175  49.0909  49.0909
32175  49.0909 -49.0909
22176  53.1818  49.0909
32176  53.1818 -49.0909
22177  57.2727  49.0909
32177  57.2727 -49.0909
22178  61.3636  49.0909
32178  61.3636 -49.0909
22179  65.4545  49.0909
32179  65.4545 -49.0909
22180  69.5455  49.0909
32180  69.5455 -49.0909
22181  73.6364  49.0909
32181  73.6364 -49.0909
22182  77.7273  49.0909
32182  77.7273 -49.0909
22183  81.8182  49.0909
32183  81.8182 -49.0909
22184  85.9091  49.0909
32184  85.9091 -49.0909
22185  90.0000  49.0909
32185  90.0000 -49.0909
22186  94.0909  49.0909
32186  94.0909 -49.0909
22187  98.1818  49.0909
32187  98.1818 -49.0909
22188 102.2727  49.0909
32188 102.2727 -49.0909
22189 106.3636  49.0909
32189 106.3636 -49.0909
22190 110.4545  49.0909
32190 110.4545 -49.0909
22191 114.5455  49.0909
32191 114.5455 -49.0909
22192 118.6364  49.0909
32192 118.6364 -49.0909
22193 122.7273  49.0909
32193 122.7273 -49.0909
22194 126.8182  49.0909
32194 126.8182 -49.0909
22195 130.9091  49.0909
32195 130.9091 -49.0909
22196 135.0000  49.0909
32196 135.0000 -49.0909
22197 139.0909  49.0909
32197 139.0909 -49.0909
22198 143.1818  49.0909
32198 143.1818 -49.0909
22199 147.2727  49.0909
32199 147.2727 -49.0909
22200 151.3636  49.0909
32200 151.3636 -49.0909
22201 155.4545  49.0909
32201 155.4545 -49.0909
22202 159.5455  49.0909
32202 159.5455 -49.0909
22203 163.6364  49.0909
32203 163.6364 -49.0909
22204 167.7273  49.0909
32204 167.7273 -49.0909
22205 171.8182  49.0909
32205 171.8182 -49.0909
22206 175.9091  49.0909
32206 175.9091 -49.0909
22207 180.0000  49.0909
32207 180.0000 -49.0909
22208 184.0909  49.0909
32208 184.0909 -49.0909
22209 188.1818  49.0909
32209 188.1818 -49.0909
22210 192.2727  49.0909
32210 192.2727 -49.0909
22211 196.3636  49.0909
32211 196.3636 -49.0909
22212 200.4545  49.0909
32212 200.4545 -49.0909
22213 204.5455  49.0909
32213 204.5455 -49.0909
22214 208.6364  49.0909
32214 208.6364 -49.0909
22215 212.7273  49.0909
32215 212.7273 -49.0909
22216 216.8182  49.0909
32216 216.8182 -49.0909
22217 220.9091  49.0909
32217 220.9091 -49.0909
22218 225.0000  49.0909
32218 225.0000 -49.0909
22219 229.0909  49.0909
32219 229.0909 -49.0909
22220 233.1818  49.0909
32220 233.1818 -49.0909
22221 237.2727  49.0909
32221 237.2727 -49.0909
22222 241.3636  49.0909
32222 241.3636 -49.0909
22223 245.4545  49.0909
32223 245.4545 -49.0909
22224 249.5455  49.0909
32224 249.5455 -49.0909
22225 253.6364  49.0909
32225 253.6364 -49.0909
22226 257.7273  49.0909
32226 257.7273 -49.0909
22227 261.8182  49.0909
32227 261.8182 -49.0909
22228 265.9091  49.0909
32228 265.9091 -49.0909
22229 270.0000  49.0909
32229 270.0000 -49.0909
22230 274.0909  49.0909
32230 274.0909 -49.0909
22231 278.1818  49.0909
32231 278.1818 -49.0909
22232 282.2727  49.0909
32232 282.2727 -49.0909
22233 286.3636  49.0909
32233 286.3636 -49.0909
22234 290.4545  49.0909
32234 290.4545 -49.0909
22235 294.5455  49.0909
32235 294.5455 -49.0909
22236 298.6364  49.0909
32236 298.6364 -49.0909
22237 302.7273  49.0909
32237 302.7273 -49.0909
22238 306.8182  49.0909
32238 306.8182 -49.0909
22239 310.9091  49.0909
32239 310.9091 -49.0909
22240 315.0000  49.0909
32240 315.0000 -49.0909
22241 319.0909  49.0909
32241 319.0909 -49.0909
22242 323.1818  49.0909
32242 323.1818 -49.0909
22243 327.2727  49.0909
32243 327.2727 -49.0909
22244 331.3636  49.0909
32244 331.3636 -49.0909
22245 335.4545  49.0909
32245 335.4545 -49.0909
22246 339.5455  49.0909
32246 339.5455 -49.0909
22247 343.6364  49.0909
32247 343.6364 -49.0909
22248 347.7273  49.0909
32248 347.7273 -49.0909
22249 351.8182  49.0909
32249 351.8182 -49.0909
22250 355.9091  49.0909
32250 355.9091 -49.0909
22251   0.0000  51.8182
32251   0.0000 -51.8182
22252   4.3373  51.8182
32252   4.3373 -51.8182
22253   8.6747  51.8182
32253   8.6747 -51.8182
22254  13.0120  51.8182
32254  13.0120 -51.8182
22255  17.3494  51.8182
32255  17.3494 -51.8182
22256  21.6867  51.8182
32256  21.6867 -51.8182
22257  26.0241  51.8182
32257  26.0241 -51.8182
22258  30.3614  51.8182
32258  30.3614 -51.8182
22259  34.6988  51.8182
32259  34.6988 -51.8182
22260  39.0361  51.8182
32260  39.0361 -51.8182
22261  43.3735  51.8182
32261  43.3735 -51.8182
22262  47.7108  51.8182
32262  47.7108 -51.8182
22263  52.0482  51.8182
32263  52.0482 -51.8182
22264  56.3855  51.8182
32264  56.3855 -51.8182
22265  60.7229  51.8182
32265  60.7229 -51.8182
22266  65.0602  51.8182
32266  65.0602 -51.8182
22267  69.3976  51.8182
32267  69.3976 -51.8182
22268  73.7349  51.8182
32268  73.7349 -51.8182
22269  78.0723  51.8182
32269  78.0723 -51.8182
22270  82.4096  51.8182
32270  82.4096 -51.8182
22271  86.7470  51.8182
32271  86.7470 -51.8182
22272  91.0843  51.8182
32272  91.0843 -51.8182
22273  95.4217  51.8182
32273  95.4217 -51.8182
22274  99.7590  51.8182
32274  99.7590 -51.8182
22275 104.0964  51.8182
32275 104.0964 -51.8182
22276 108.4337  51.8182
32276 108.4337 -51.8182
22277 112.7711  51.8182
32277 112.7711 -51.8182
22278 117.1084  51.8182
32278 117.1084 -51.8182
22279 121.4458  51.8182
32279 121.4458 -51.8182
22280 125.7831  51.8182
32280 125.7831 -51.8182
22281 130.1205  51.8182
32281 130.1205 -51.8182
22282 134.4578  51.8182
32282 134.4578 -51.8182
22283 138.7952  51.8182
32283 138.7952 -51.8182
22284 143.1325  51.8182
32284 143.1325 -51.8182
22285 147.4699  51.8182
32285 147.4699 -51.8182
22286 151.8072  51.8182
32286 151.8072 -51.8182
22287 156.1446  51.8182
32287 156.1446 -51.8182
22288 160.4819  51.8182
32288 160.4819 -51.8182
22289 164.8193  51.8182
32289 164.8193 -51.8182
22290 169.1566  51.8182
32290 169.1566 -51.8182
22291 173.4940  51.8182
32291 173.4940 -51.8182
22292 177.8313  51.8182
32292 177.8313 -51.8182
22293 182.1687  51.8182
32293 182.1687 -51.8182
22294 186.5060  51.8182
32294 186.5060 -51.8182
22295 190.8434  51.8182
32295 190.8434 -51.8182
22296 195.1807  51.8182
32296 195.1807 -51.8182
22297 199.5181  51.8182
32297 199.5181 -51.8182
22298 203.8554  51.8182
32298 203.8554 -51.8182
22299 208.1928  51.8182
32299 208.1928 -51.8182
22300 212.5301  51.8182
32300 212.5301 -51.8182
22301 216.8675  51.8182
32301 216.8675 -51.8182
22302 221.2048  51.8182
32302 221.2048 -51.8182
22303 225.5422  51.8182
32303 225.5422 -51.8182
22304 229.8795  51.8182
32304 229.8795 -51.8182
22305 234.2169  51.8182
32305 234.2169 -51.8182
22306 238.5542  51.8182
32306 238.5542 -51.8182
22307 242.8916  51.8182
32307 242.8916 -51.8182
22308 247.2289  51.8182
32308 247.2289 -51.8182
22309 251.5663  51.8182
32309 251.5663 -51.8182
22310 255.9036  51.8182
32310 255.9036 -51.8182
22311 260.2410  51.8182
32311 260.2410 -51.8182
22312 264.5783  51.8182
32312 264.5783 -51.8182
22313 268.9157  51.8182
32313 268.9157 -51.8182
22314 273.2530  51.8182
32314 273.2530 -51.8182
22315 277.5904  51.8182
32315 277.5904 -51.8182
22316 281.9277  51.8182
32316 281.9277 -51.8182
22317 286.2651  51.8182
32317 286.2651 -51.8182
22318 290.6024  51.8182
32318 290.6024 -51.8182
22319 294.9398  51.8182
32319 294.9398 -51.8182
22320 299.2771  51.8182
32320 299.2771 -51.8182
22321 303.6145  51.8182
32321 303.6145 -51.8182
22322 307.9518  51.8182
32322 307.9518 -51.8182
22323 312.2892  51.8182
32323 312.2892 -51.8182
22324 316.6265  51.8182
32324 316.6265 -51.8182
22325 320.9639  51.8182
32325 320.9639 -51.8182
22326 325.3012  51.8182
32326 325.3012 -51.8182
22327 329.6386  51.8182
32327 329.6386 -51.8182
22328 333.9759  51.8182
32328 333.9759 -51.8182
22329 338.3133  51.8182
32329 338.3133 -51.8182
22330 342.6506  51.8182
32330 342.6506 -51.8182
22331 346.9880  51.8182
32331 346.9880 -51.8182
22332 351.3253  51.8182
32332 351.3253 -51.8182
22333 355.6627  51.8182
32333 355.6627 -51.8182
22334   0.0000  54.5455
32334   0.0000 -54.5455
22335   4.6154  54.5455
32335   4.6154 -54.5455
22336   9.2308  54.5455
32336   9.2308 -54.5455
22337  13.8462  54.5455
32337  13.8462 -54.5455
22338  18.4615  54.5455
32338  18.4615 -54.5455
22339  23.0769  54.5455
32339  23.0769 -54.5455
22340  27.6923  54.5455
32340  27.6923 -54.5455
22341  32.3077  54.5455
32341  32.3077 -54.5455
22342  36.9231  54.5455
32342  36.9231 -54.5455
22343  41.5385  54.5455
32343  41.5385 -54.5455
22344  46.1538  54.5455
32344  46.1538 -54.5455
22345  50.7692  54.5455
32345  50.7692 -54.5455
22346  55.3846  54.5455
32346  55.3846 -54.5455
22347  60.0000  54.5455
32347  60.0000 -54.5455
22348  64.6154  54.5455
32348  64.6154 -54.5455
22349  69.2308  54.5455
32349  69.2308 -54.5455
22350  73.8462  54.5455
32350  73.8462 -54.5455
22351  78.4615  54.5455
32351  78.4615 -54.5455
22352  83.0769  54.5455
32352  83.0769 -54.5455
22353  87.6923  54.5455
32353  87.6923 -54.5455
22354  92.3077  54.5455
32354  92.3077 -54.5455
22355  96.9231  54.5455
32355  96.9231 -54.5455
22356 101.5385  54.5455
32356 101.5385 -54.5455
22357 106.1538  54.5455
32357 106.1538 -54.5455
22358 110.7692  54.5455
32358 110.7692 -54.5455
22359 115.3846  54.5455
32359 115.3846 -54.5455
22360 120.0000  54.5455
32360 120.0000 -54.5455
22361 124.6154  54.5455
32361 124.6154 -54.5455
22362 129.2308  54.5455
32362 129.2308 -54.5455
22363 133.8462  54.5455
32363 133.8462 -54.5455
22364 138.4615  54.5455
32364 138.4615 -54.5455
22365 143.0769  54.5455
32365 143.0769 -54.5455
22366 147.6923  54.5455
32366 147.6923 -54.5455
22367 152.3077  54.5455
32367 152.3077 -54.5455
22368 156.9231  54.5455
32368 156.9231 -54.5455
22369 161.5385  54.5455
32369 161.5385 -54.5455
22370 166.1538  54.5455
32370 166.1538 -54.5455
22371 170.7692  54.5455
32371 170.7692 -54.5455
22372 175.3846  54.5455
32372 175.3846 -54.5455
22373 180.0000  54.5455
32373 180.0000 -54.5455
22374 184.6154  54.5455
32374 184.6154 -54.5455
22375 189.2308  54.5455
32375 189.2308 -54.5455
22376 193.8462  54.5455
32376 193.8462 -54.5455
22377 198.4615  54.5455
32377 198.4615 -54.5455
22378 203.0769  54.5455
32378 203.0769 -54.5455
22379 207.6923  54.5455
32379 207.6923 -54.5455
22380 212.3077  54.5455
32380 212.3077 -54.5455
22381 216.9231  54.5455
32381 216.9231 -54.5455
22382 221.5385  54.5455
32382 221.5385 -54.5455
22383 226.1538  54.5455
32383 226.1538 -54.5455
22384 230.7692  54.5455
32384 230.7692 -54.5455
22385 235.3846  54.5455
32385 235.3846 -54.5455
22386 240.0000  54.5455
32386 240.0000 -54.5455
22387 244.6154  54.5455
32387 244.6154 -54.5455
22388 249.2308  54.5455
32388 249.2308 -54.5455
22389 253.8462  54.5455
32389 253.8462 -54.5455
22390 258.4615  54.5455
32390 258.4615 -54.5455
22391 263.0769  54.5455
32391 263.0769 -54.5455
22392 267.6923  54.5455
32392 267.6923 -54.5455
22393 272.3077  54.5455
32393 272.3077 -54.5455
22394 276.9231  54.5455
32394 276.9231 -54.5455
22395 281.5385  54.5455
32395 281.5385 -54.5455
22396 286.1538  54.5455
32396 286.1538 -54.5455
22397 290.7692  54.5455
32397 290.7692 -54.5455
22398 295.3846  54.5455
32398 295.3846 -54.5455
22399 300.0000  54.5455
32399 300.0000 -54.5455
22400 304.6154  54.5455
32400 304.6154 -54.5455
22401 309.2308  54.5455
32401 309.2308 -54.5455
22402 313.8462  54.5455
32402 313.8462 -54.5455
22403 318.4615  54.5455
32403 318.4615 -54.5455
22404 323.0769  54.5455
32404 323.0769 -54.5455
22405 327.6923  54.5455
32405 327.6923 -54.5455
22406 332.3077  54.5455
32406 332.3077 -54.5455
22407 336.9231  54.5455
32407 336.9231 -54.5455
22408 341.5385  54.5455
32408 341.5385 -54.5455
22409 346.1538  54.5455
32409 346.1538 -54.5455
22410 350.7692  54.5455
32410 350.7692 -54.5455
22411 355.3846  54.5455
32411 355.3846 -54.5455
22412   0.0000  57.2727
32412   0.0000 -57.2727
22413   4.9315  57.2727
32413   4.9315 -57.2727
22414   9.8630  57.2727
32414   9.8630 -57.2727
22415  14.7945  57.2727
32415  14.7945 -57.2727
22416  19.7260  57.2727
32416  19.7260 -57.2727
22417  24.6575  57.2727
32417  24.6575 -57.2727
22418  29.5890  57.2727
32418  29.5890 -57.2727
22419  34.5205  57.2727
32419  34.5205 -57.2727
22420  39.4521  57.2727
32420  39.4521 -57.2727
22421  44.3836  57.2727
32421  44.3836 -57.2727
22422  49.3151  57.2727
32422  49.3151 -57.2727
22423  54.2466  57.2727
32423  54.2466 -57.2727
22424  59.1781  57.2727
32424  59.1781 -57.2727
22425  64.1096  57.2727
32425  64.1096 -57.2727
22426  69.0411  57.2727
32426  69.0411 -57.2727
22427  73.9726  57.2727
32427  73.9726 -57.2727
22428  78.9041  57.2727
32428  78.9041 -57.2727
22429  83.8356  57.2727
32429  83.8356 -57.2727
22430  88.7671  57.2727
32430  88.7671 -57.2727
22431  93.6986  57.2727
32431  93.6986 -57.2727
22432  98.6301  57.2727
32432  98.6301 -57.2727
22433 103.5616  57.2727
32433 103.5616 -57.2727
22434 108.4932  57.2727
32434 108.4932 -57.2727
22435 113.4247  57.2727
32435 113.4247 -57.2727
22436 118.3562  57.2727
32436 118.3562 -57.2727
22437 123.2877  57.2727
32437 123.2877 -57.2727
22438 128.2192  57.2727
32438 128.2192 -57.2727
22439 133.1507  57.2727
32439 133.1507 -57.2727
22440 138.0822  57.2727
32440 138.0822 -57.2727
22441 143.0137  57.2727
32441 143.0137 -57.2727
22442 147.9452  57.2727
32442 147.9452 -57.2727
22443 152.8767  57.2727
32443 152.8767 -57.2727
22444 157.8082  57.2727
32444 157.8082 -57.2727
22445 162.7397  57.2727
32445 162.7397 -57.2727
22446 167.6712  57.2727
32446 167.6712 -57.2727
22447 172.6027  57.2727
32447 172.6027 -57.2727
22448 177.5342  57.2727
32448 177.5342 -57.2727
22449 182.4658  57.2727
32449 182.4658 -57.2727
22450 187.3973  57.2727
32450 187.3973 -57.2727
22451 192.3288  57.2727
32451 192.3288 -57.2727
22452 197.2603  57.2727
32452 197.2603 -57.2727
22453 202.1918  57.2727
32453 202.1918 -57.2727
22454 207.1233  57.2727
32454 207.1233 -57.2727
22455 212.0548  57.2727
32455 212.0548 -57.2727
22456 216.9863  57.2727
32456 216.9863 -57.2727
22457 221.9178  57.2727
32457 221.9178 -57.2727
22458 226.8493  57.2727
32458 226.8493 -57.2727
22459 231.7808  57.2727
32459 231.7808 -57.2727
22460 236.7123  57.2727
32460 236.7123 -57.2727
22461 241.6438  57.2727
32461 241.6438 -57.2727
22462 246.5753  57.2727
32462 246.5753 -57.2727
22463 251.5068  57.2727
32463 251.5068 -57.2727
22464 256.4384  57.2727
32464 256.4384 -57.2727
22465 261.3699  57.2727
32465 261.3699 -57.2727
22466 266.3014  57.2727
32466 266.3014 -57.2727
22467 271.2329  57.2727
32467 271.2329 -57.2727
22468 276.1644  57.2727
32468 276.1644 -57.2727
22469 281.0959  57.2727
32469 281.0959 -57.2727
22470 286.0274  57.2727
32470 286.0274 -57.2727
22471 290.9589  57.2727
32471 290.9589 -57.2727
22472 295.8904  57.2727
32472 295.8904 -57.2727
22473 300.8219  57.2727
32473 300.8219 -57.2727
22474 305.7534  57.2727
32474 305.7534 -57.2727
22475 310.6849  57.2727
32475 310.6849 -57.2727
22476 315.6164  57.2727
32476 315.6164 -57.2727
22477 320.5479  57.2727
32477 320.5479 -57.2727
22478 325.4795  57.2727
32478 325.4795 -57.2727
22479 330.4110  57.2727
32479 330.4110 -57.2727
22480 335.3425  57.2727
32480 335.3425 -57.2727
22481 340.2740  57.2727
32481 340.2740 -57.2727
22482 345.2055  57.2727
32482 345.2055 -57.2727
22483 350.1370  57.2727
32483 350.1370 -57.2727
22484 355.0685  57.2727
32484 355.0685 -57.2727
22485   0.0000  60.0000
32485   0.0000 -60.0000
22486   5.2941  60.0000
32486   5.2941 -60.0000
22487  10.5882  60.0000
32487  10.5882 -60.0000
22488  15.8824  60.0000
32488  15.8824 -60.0000
22489  21.1765  60.0000
32489  21.1765 -60.0000
22490  26.4706  60.0000
32490  26.4706 -60.0000
22491  31.7647  60.0000
32491  31.7647 -60.0000
22492  37.0588  60.0000
32492  37.0588 -60.0000
22493  42.3529  60.0000
32493  42.3529 -60.0000
22494  47.6471  60.0000
32494  47.6471 -60.0000
22495  52.9412  60.0000
32495  52.9412 -60.0000
22496  58.2353  60.0000
32496  58.2353 -60.0000
22497  63.5294  60.0000
32497  63.5294 -60.0000
22498  68.8235  60.0000
32498  68.8235 -60.0000
22499  74.1176  60.0000
32499  74.1176 -60.0000
22500  79.4118  60.0000
32500  79.4118 -60.0000
22501  84.7059  60.0000
32501  84.7059 -60.0000
22502  90.0000  60.0000
32502  90.0000 -60.0000
22503  95.2941  60.0000
32503  95.2941 -60.0000
22504 100.5882  60.0000
32504 100.5882 -60.0000
22505 105.8824  60.0000
32505 105.8824 -60.0000
22506 111.1765  60.0000
32506 111.1765 -60.0000
22507 116.4706  60.0000
32507 116.4706 -60.0000
22508 121.7647  60.0000
32508 121.7647 -60.0000
22509 127.0588  60.0000
32509 127.0588 -60.0000
22510 132.3529  60.0000
32510 132.3529 -60.0000
22511 137.6471  60.0000
32511 137.6471 -60.0000
22512 142.9412  60.0000
32512 142.9412 -60.0000
22513 148.2353  60.0000
32513 148.2353 -60.0000
22514 153.5294  60.0000
32514 153.5294 -60.0000
22515 158.8235  60.0000
32515 158.8235 -60.0000
22516 164.1176  60.0000
32516 164.1176 -60.0000
22517 169.4118  60.0000
32517 169.4118 -60.0000
22518 174.7059  60.0000
32518 174.7059 -60.0000
22519 180.0000  60.0000
32519 180.0000 -60.0000
22520 185.2941  60.0000
32520 185.2941 -60.0000
22521 190.5882  60.0000
32521 190.5882 -60.0000
22522 195.8824  60.0000
32522 195.8824 -60.0000
22523 201.1765  60.0000
32523 201.1765 -60.0000
22524 206.4706  60.0000
32524 206.4706 -60.0000
22525 211.7647  60.0000
32525 211.7647 -60.0000
22526 217.0588  60.0000
32526 217.0588 -60.0000
22527 222.3529  60.0000
32527 222.3529 -60.0000
22528 227.6471  60.0000
32528 227.6471 -60.0000
22529 232.9412  60.0000
32529 232.9412 -60.0000
22530 238.2353  60.0000
32530 238.2353 -60.0000
22531 243.5294  60.0000
32531 243.5294 -60.0000
22532 248.8235  60.0000
32532 248.8235 -60.0000
22533 254.1176  60.0000
32533 254.1176 -60.0000
22534 259.4118  60.0000
32534 259.4118 -60.0000
22535 264.7059  60.0000
32535 264.7059 -60.0000
22536 270.0000  60.0000
32536 270.0000 -60.0000
22537 275.2941  60.0000
32537 275.2941 -60.0000
22538 280.5882  60.0000
32538 280.5882 -60.0000
22539 285.8824  60.0000
32539 285.8824 -60.0000
22540 291.1765  60.0000
32540 291.1765 -60.0000
22541 296.4706  60.0000
32541 296.4706 -60.0000
22542 301.7647  60.0000
32542 301.7647 -60.0000
22543 307.0588  60.0000
32543 307.0588 -60.0000
22544 312.3529  60.0000
